Review Text,Sentiment
Good Beef. Pasta is nice,pos
"Please add more lightings as the restaurant tends to get very dark and it’s difficult for people with night blindness to dine in.

P.s. The table light is not enough.",neutral
Incorrect food brought out. When they brought it out was cold and tasteless. Long waiting times between portions. No refills on drinks and get the pleasure of paying $200 per pax. No thanks.,neg
Room for improvements.,pos
Awesome. Steak can’t get better than this. Thoroughly enjoyed celebrating birthday. Hospitality and service was great.,pos
Amazing food and excellent service,pos
No vegan options,neutral
Ordered a two piece meal and they gave me two chicken wings … thefood quality and taste was also really bad,neg
"We had a great night of pairing, sake and the Lawry’s signature roasted USDA Prime Rub of Beef, the famous original spinning bowl salad, appetizers and desserts. It was a surprisingly refreshing combination and the pairings are matched made in Mandarin Gallery, level four.

Both atomi and Lawry’s are long time neighbors since 2009 and we are glad to co-host this lovely event. This is not the first time we collaborate and certainly more to come in the coming festive seasons.",pos
Service was good and prompt.  Special dish seaweed linguine with scallops and bottarga really shine. Farmhouse chicken is might be a bit spicy for some people so should highlight that.,pos
Good food but comes with a price too for a location at Hillview. Restaurant is very cramp and gets a little noisy as the seatings are very close to one another,pos
Absolutely love the food and ambience. Family friendly . Feels very authentic food . Staff and well versed and friendly too. Complete experience . Will definitely make it our weekend treat.,pos
"Ribs were delicious and so was roast beef. Generous portions.However , the portions of the famous spinning bowl salad seem to be smaller than previous years. Service was good , until the end .I asked a server for my bill and she told me to wait. It ruined the favourable impression of the restaurant's service. If she was busy, she should have referred me to another server. That was the only snag in an otherwise enjoyable experience.",pos
"After reading so many positive reviews, I decided to give this restaurant a try for Christmas Eve dinner. O my. All the seafood were not fresh and carried a heavy fishy taste. The oyster was so pungent when arrived, but my wife ate it, wondering why such fishy taste. I didn't know about oysters so we proceeded with the dinner. The lobster in the linguine same fishy taste. I had the lobster last and the plate nearly finished so blame on my luck. The salmon confit was for my kid and we asked the waitress to remove the dish after a couple of small bite. Just pure seawater taste, nothing else. Super terrible meal, spoilt my Christmas Eve this year. Paid $160 for 3. If ever any of my family gets food poisoning tomorrow, the culprit is clear.",neg
Very pleasantly surprised by this order. Definitely one of the bettertakeaway pizzas I've had in a while,pos
Very high noise level and waiting time for the food was a bit long but everything else was good. Service was good too. Service crew take time to chat and recommend items :),pos
"Food was authentic and great as usual. Lovely for a Monday evening and awesome service. Seafood stew, porchetta, lasagne particular favourites and pistachio tiramisu is to die for!",pos
Excellent service and food,pos
"Food was good, wine was good. Wish there was the regular seafood risotto on the menu too",pos
Nice food and nice beer,pos
Excellent food and service. The menu has many unique dishes and the food is consistently good. The Italian wines are a good standard and reasonably priced.,pos
Was given the wrong order and not able to eat my meal. Waste mymoney,neg
Been coming to Lawry's for decades. Never disappoints!,pos
"Came on the 15th of June at 6PM walked in for 1pax. Have been a big fan of Lawry’s and tried locations all around the world. Singapore’s by far was the most disappointing. The service as well as considerations for food safety was absolutely despicable.

Food Safety

1. The butter for the bread has been piped out onto the plate before guests even arrive, sitting out in the open for god knows how long. Especially in Singapores weather, it is just a matter of time before someone gets seriously ill.

2. I ordered the Califorina cut and was given the end piece that was probably from lunch service. One side was obviously dried and the meat had bloomed. The chef carving flipped the cut over to hide the bloomed side. I understand there are considerations for food wastage, but for a brand like lawrys priding itself on table side service, it is really disappointing. At least slice of the dried out layer, and not serve it to customers right in front of them (I was the first customer to order prime rib for that evening service).

Service:
Everyone knows Lawrys for their table side tossed salad. I was dining alone and the waitress had the nerve to serve me the salad prepared for the table sitting right behind me…I wouldn’t even expect this level of corner cutting from a cheap eatery, let alone Lawry’s.

The Yorkshire pudding was ok though.",neg
